Postcode,Latitude,Longitude
NN12,52.1277,-0.995514
NN13,52.0327,-1.14724
NN14,52.4112,-0.706145
NN15,52.384,-0.704935
NN16,52.4032,-0.700384
NN17,52.4999,-0.682798
NN18,52.4792,-0.710124
NN29,52.2626,-0.665308
NN99,52.2364,-0.901825
NPT,51.5894,-2.98984
NP1,51.6169,-3.11649
NP2,51.7121,-3.22531
NP3,51.7652,-3.17591
NP4,51.6934,-3.03959
NP5,51.7703,-2.79309
NP6,51.6208,-2.78176
NP7,51.8283,-3.01243
NP8,51.8576,-3.14122
NP9,51.5892,-2.98904
NP10,51.5801,-3.04313
NP11,51.6442,-3.13173
NP12,51.6687,-3.1977
NP13,51.7353,-3.14101
NP15,51.7231,-2.88926
NP16,51.6489,-2.6866
NP18,51.6048,-2.9428
NP19,51.5867,-2.96183
NP20,51.5901,-3.00437
NP22,51.7713,-3.25762
NP23,51.7846,-3.19803
NP24,51.7214,-3.23861
NP25,51.8043,-2.72291
NP26,51.5905,-2.77563
NP44,51.6514,-3.02752
NR1,52.6289,1.30866
NR2,52.6308,1.28521
NR3,52.6433,1.29502
NR4,52.6139,1.25965
NR5,52.6414,1.23725
NR6,52.661,1.28339
NR7,52.6452,1.33328
NR8,52.6764,1.20778
NR9,52.6316,1.11182
NR10,52.7349,1.245
NR11,52.8403,1.27517
NR12,52.7577,1.46621
NR13,52.6345,1.46593
NR14,52.5658,1.37504
NR15,52.5054,1.26649
NR16,52.4784,1.05532
NR17,52.5158,0.996178
NR18,52.571,1.10936
NR19,52.6761,0.931473
NR20,52.7216,0.979103
NR21,52.8404,0.850407
NR22,52.8927,0.862741
NR23,52.9492,0.857777
NR24,52.8578,1.04557
NR25,52.9202,1.0829
NR26,52.9375,1.21144
NR27,52.9251,1.29986
NR28,52.8222,1.39675
NR29,52.6893,1.64191
NR30,52.6177,1.72709
NR31,52.5767,1.70965
NR32,52.4878,1.73299
NR33,52.4557,1.71836
NR34,52.4396,1.58264
NR35,52.4615,1.43297
NR99,52.6266,1.30916
NW1,51.5323,-0.142794
NW1W,51.5308,-0.135426
NW2,51.5594,-0.218369
NW3,51.5526,-0.173182
NW4,51.5874,-0.223761
NW5,51.5516,-0.144739
NW6,51.5402,-0.195589
NW7,51.615,-0.236097
NW8,51.5317,-0.174627
NW9,51.5865,-0.253708
NW10,51.5392,-0.248929
NW11,51.5787,-0.198406
NW26,51.533,-0.211035
OL1,53.5468,-2.10608
OL2,53.5712,-2.1095
OL3,53.5525,-2.0115
OL4,53.5423,-2.0758
OL5,53.5167,-2.04075
OL6,53.4926,-2.08845
OL7,53.4894,-2.10617
OL8,53.5271,-2.1172
OL9,53.5389,-2.14181
OL10,53.5905,-2.22275
OL11,53.6063,-2.174
OL12,53.6344,-2.16538
OL13,53.7008,-2.20424
OL14,53.7142,-2.10089
OL15,53.6436,-2.10269
OL16,53.6133,-2.1385
OL95,53.5563,-2.1054
OX1,51.7469,-1.2623
OX2,51.7632,-1.27759
OX3,51.7603,-1.21552
OX4,51.7286,-1.21428
OX5,51.8602,-1.29339
OX6,51.909,-1.16887
OX7,51.8986,-1.49502
OX8,51.7823,-1.49883
OX9,51.703,-1.04051
OX10,51.6057,-1.12943
OX11,51.6003,-1.25002
OX12,51.5957,-1.42516
OX13,51.6763,-1.34893
OX14,51.6681,-1.27823
OX15,52.033,-1.40235
OX16,52.0635,-1.33897
OX17,52.0725,-1.29245
OX18,51.7624,-1.59249
OX20,51.8544,-1.35683
OX25,51.9005,-1.20791
OX26,51.9012,-1.15141
OX27,51.9337,-1.14995
OX28,51.7844,-1.48578
OX29,51.793,-1.44003
OX33,51.7567,-1.14352
OX39,51.7036,-0.917053
OX44,51.7007,-1.135
OX49,51.6492,-1.00232
PA1,55.8449,-4.42039
PA2,55.8297,-4.43454
PA3,55.8513,-4.44394
PA4,55.8753,-4.39569
PA5,55.8316,-4.50996
PA6,55.8629,-4.53435
PA7,55.9064,-4.50187
PA8,55.9013,-4.4532
PA9,55.8112,-4.55029
PA10,55.8329,-4.5494
PA11,55.8572,-4.58395
PA12,55.7967,-4.61895
PA13,55.8896,-4.62541
PA14,55.9283,-4.66685
PA15,55.9429,-4.74699
PA16,55.9427,-4.79799
PA17,55.8693,-4.87488
PA18,55.8914,-4.88011
PA19,55.9524,-4.82131
PA20,55.8344,-5.05699
PA21,55.9031,-5.25036
PA22,55.9703,-5.12217
PA23,55.954,-4.9332
PA24,56.1548,-4.90415
PA25,56.214,-5.04377
PA26,56.2597,-4.93553
PA27,56.1484,-5.07755
PA28,55.4339,-5.60569
PA29,55.8059,-5.47467
PA30,56.0135,-5.44951
PA31,56.0515,-5.45677
PA32,56.1976,-5.12694
PA33,56.3747,-5.04488
PA34,56.4015,-5.49809
PA35,56.4064,-5.22679
PA36,56.52,-4.773
PA37,56.463,-5.39816
PA38,56.5953,-5.3333
PA39,56.6733,-5.10653
PA40,56.7139,-4.96469
PA41,55.6745,-5.74258
PA42,55.6389,-6.18783
PA43,55.7558,-6.28464
PA44,55.7977,-6.28834
PA45,55.8195,-6.1669
PA46,55.8612,-6.11895
PA47,55.682,-6.50402
PA48,55.7387,-6.3845
PA49,55.7799,-6.38999
PA60,55.8763,-5.91835
PA61,56.0717,-6.20286
PA62,56.3593,-5.85149
PA63,56.3818,-5.71584
PA64,56.4465,-5.69109
PA65,56.4691,-5.7253
PA66,56.3274,-6.33965
PA67,56.3137,-6.23197
PA68,56.4364,-6.14257
PA69,56.3794,-6.07782
PA70,56.3649,-6.03719
PA71,56.4807,-5.9815
PA72,56.5179,-5.96567
PA73,56.4959,-6.18365
PA74,56.533,-6.22975
PA75,56.614,-6.10693
PA76,56.3335,-6.39495
PA77,56.4952,-6.87843
PA78,56.6264,-6.54584
PA80,56.7986,-6.77088
PA81,57.2314,-7.34773
PA82,57.597,-7.30592
PA83,57.7652,-7.00997
PA84,57.8698,-6.69096
PA85,57.8782,-6.85546
PA86,58.2476,-6.46737
PA87,58.2098,-6.37269
PA88,57.4503,-7.34403
PA98,55.8606,-4.42976
PE1,52.5912,-0.248697
PE2,52.5683,-0.273885
PE3,52.5863,-0.277332
PE4,52.6121,-0.26531
PE5,52.578,-0.345824
PE6,52.655,-0.255929
PE7,52.5391,-0.206818
PE8,52.5275,-0.440714
PE9,52.6538,-0.478576
PE10,52.7734,-0.377961
PE11,52.8064,-0.164087
PE12,52.786,0.0181345
PE13,52.6688,0.139508
PE14,52.6393,0.201254
PE15,52.5389,0.0860024
PE16,52.4548,0.0491526
PE17,52.381,-0.117076
PE18,52.3231,-0.212606
PE19,52.2366,-0.263498
PE20,52.9328,-0.101773
PE21,52.9747,-0.0235642
PE22,53.0474,0.0417053
PE23,53.1727,0.0907394
PE24,53.1647,0.268259
PE25,53.1521,0.334539
PE26,52.4531,-0.115157
PE27,52.3308,-0.0751869
PE28,52.3584,-0.190823
PE29,52.3344,-0.180815
PE30,52.7587,0.41325
PE31,52.876,0.564302
PE32,52.7293,0.622313
PE33,52.6512,0.462272
PE34,52.7272,0.342122
PE35,52.8273,0.509802
PE36,52.9382,0.505568
PE37,52.644,0.692595
PE38,52.5918,0.376172
PE99,52.614,-0.287219
PH1,56.4182,-3.47321
PH2,56.3861,-3.40877
PH3,56.3013,-3.70523
PH4,56.2637,-3.77944
PH5,56.3294,-3.82976
PH6,56.3718,-3.98867
PH7,56.3732,-3.82996
PH8,56.5625,-3.59736
PH9,56.6542,-3.69905
PH10,56.6053,-3.35672
PH11,56.6398,-3.23615
PH12,56.5757,-3.15676
PH13,56.5389,-3.2771
PH14,56.4507,-3.18775
PH15,56.6111,-3.9311
PH16,56.706,-3.79788
PH17,56.686,-4.36927
PH18,56.7753,-3.89303
PH19,56.9345,-4.25469
PH20,57.0557,-4.14795
PH21,57.0902,-4.02035
PH22,57.1986,-3.81254
PH23,57.2872,-3.8002
PH24,57.2586,-3.74109
PH25,57.2653,-3.64585
PH26,57.3299,-3.60581
PH30,56.7922,-4.60124
PH31,56.8923,-4.82159
PH32,57.1442,-4.68369
PH33,56.8157,-5.08678
PH34,56.9151,-4.92882
PH35,57.0751,-4.8869
PH36,56.7194,-5.85481
PH37,56.8419,-5.49446
PH38,56.8522,-5.74011
PH39,56.912,-5.84183
PH40,56.9622,-5.80002
PH41,57.0031,-5.82836
PH42,56.8681,-6.19163
PH43,57.0136,-6.28196
PH44,57.0568,-6.50327
PH49,56.6784,-5.11494
PH50,56.7146,-4.96571
PL1,50.3701,-4.14782
PL2,50.3866,-4.15628
PL3,50.386,-4.12575
PL4,50.3747,-4.12749
PL5,50.411,-4.16698
PL6,50.4183,-4.11907
PL7,50.3909,-4.04581
PL8,50.3379,-4.01867
PL9,50.3559,-4.08827
PL10,50.3477,-4.21242
PL11,50.3732,-4.25314
PL12,50.4183,-4.2468
PL13,50.359,-4.47162
PL14,50.4626,-4.46585
PL15,50.6323,-4.39364
PL16,50.645,-4.27507
PL17,50.5146,-4.30631
PL18,50.5156,-4.22383
PL19,50.5546,-4.15332
PL20,50.5037,-4.10046
PL21,50.3854,-3.91914
PL22,50.4038,-4.65353
PL23,50.3371,-4.63643
PL24,50.3547,-4.71292
PL25,50.3409,-4.77669
PL26,50.3461,-4.82433
PL27,50.5223,-4.87059
PL28,50.5325,-4.96747
PL29,50.5829,-4.82689
PL30,50.4996,-4.72703
PL31,50.4691,-4.72242
PL32,50.632,-4.66379
PL33,50.6224,-4.73141
PL34,50.66,-4.74385
PL35,50.6844,-4.68479
PL95,50.3666,-4.10448
PO1,50.7993,-1.08991
PO2,50.816,-1.07879
PO3,50.815,-1.06159
PO4,50.7909,-1.06435
PO5,50.7897,-1.08661
PO6,50.8461,-1.06959
PO7,50.8845,-1.04216
PO8,50.9109,-1.01485
PO9,50.8619,-0.982997
PO10,50.8515,-0.93073
PO11,50.7915,-0.977488
PO12,50.7987,-1.14273
PO13,50.8115,-1.17918
PO14,50.8397,-1.21195
PO15,50.8642,-1.22232
PO16,50.8505,-1.16209
PO17,50.888,-1.17424
PO18,50.8618,-0.813032
PO19,50.8369,-0.777601
PO20,50.796,-0.771009
PO21,50.7849,-0.693447
PO22,50.799,-0.649584
PO24,,
PO30,50.6935,-1.31017
PO31,50.7524,-1.30619
PO32,50.7498,-1.28153
PO33,50.7212,-1.16858
PO34,50.7161,-1.11404
PO35,50.6878,-1.08869
PO36,50.6579,-1.16259
PO37,50.6328,-1.17809
PO38,50.6039,-1.23867
PO39,50.6805,-1.53945
PO40,50.6827,-1.52235
PO41,50.6999,-1.47809
PR0,53.7588,-2.68391
PR1,53.7579,-2.7018
PR2,53.7757,-2.70516
PR3,53.8661,-2.71728
PR4,53.7538,-2.83122
PR5,53.7134,-2.68093
PR6,53.6645,-2.6147
PR7,53.6488,-2.65277
PR8,53.6276,-3.00493
PR9,53.6571,-2.97179
PR11,53.7787,-2.68495
PR25,53.6953,-2.69578
PR26,53.6894,-2.73767
RG1,51.4512,-0.970773
RG2,51.4237,-0.955338
RG3,51.4533,-1.02712
RG4,51.4781,-0.965366
RG5,51.4529,-0.907026
RG6,51.4426,-0.933631
RG7,51.3975,-1.08189
RG8,51.5053,-1.10684
RG9,51.5426,-0.920269
RG10,51.4799,-0.867383
RG11,51.3986,-0.839517
RG12,51.4119,-0.75272
RG13,51.4054,-1.28932
RG14,51.3985,-1.32122
RG15,51.3576,-1.34484
RG16,51.4711,-1.36218
RG17,51.4376,-1.49882
RG18,51.431,-1.24761
RG19,51.3971,-1.22094
RG20,51.403,-1.33488
RG21,51.2668,-1.0905
RG22,51.2521,-1.12292
RG23,51.2576,-1.14705
RG24,51.2799,-1.07858
RG25,51.2357,-1.08551
RG26,51.348,-1.12813
RG27,51.307,-0.949645
RG28,51.2351,-1.32968
RG29,51.249,-0.947416
RG30,51.4533,-1.00924
RG31,51.4563,-1.04048
RG40,51.4027,-0.836117
RG41,51.4159,-0.85717
RG42,51.4248,-0.760419
RG45,51.3786,-0.802404
RH1,51.238,-0.159064
RH2,51.2367,-0.203246
RH3,51.2327,-0.284378
RH4,51.2307,-0.333833
RH5,51.1962,-0.342232
RH6,51.1717,-0.165536
RH7,51.1745,-0.0184076
RH8,51.2529,-0.000209406
RH9,51.2369,-0.0766651
RH10,51.1196,-0.164307
RH11,51.112,-0.204692
RH12,51.0749,-0.328772
RH13,51.0385,-0.333147
RH14,51.0316,-0.479757
RH15,50.9568,-0.135812
RH16,51.0029,-0.0999388
RH17,51.02,-0.118998
RH18,51.1008,0.0251609
RH19,51.1258,-0.0135229
RH20,50.9375,-0.471809
RH77,51.1388,-0.169779
RM1,51.5802,0.182072
RM2,51.5825,0.199396
RM3,51.6022,0.224286
RM4,51.6333,0.161762
RM5,51.5981,0.165311
RM6,51.575,0.133642
RM7,51.5733,0.169623
RM8,51.5571,0.130803
RM9,51.544,0.137065
RM10,51.5456,0.156588
RM11,51.5696,0.218019
RM12,51.5548,0.209234
RM13,51.5234,0.191546
RM14,51.5561,0.261354
RM15,51.5091,0.277126
RM16,51.4888,0.320344
RM17,51.4796,0.325898
RM18,51.4677,0.370416
RM19,51.4825,0.25231
RM20,51.4789,0.28652
RM50,51.5703,0.170637
S1,53.3806,-1.46948
S2,53.3717,-1.45106
S3,53.3868,-1.47311
S4,53.3977,-1.45149
S5,53.4223,-1.46228
S6,53.4024,-1.50927
S7,53.3547,-1.4899
S8,53.3429,-1.47945
S9,53.3968,-1.42095
S10,53.3771,-1.51678
S11,53.3607,-1.50808
S12,53.3499,-1.40923
S13,53.3648,-1.38441
S14,53.3471,-1.44489
S17,53.3226,-1.526
S18,53.2996,-1.47292
S19,53.3345,-1.3516
S20,53.3342,-1.3496
S21,53.3131,-1.33987
S25,53.3676,-1.21968
S26,53.3552,-1.28755
S30,53.4457,-1.57621
S31,53.3426,-1.28395
S32,53.2948,-1.6448
S33,53.3432,-1.73368
S35,53.4581,-1.4957
S36,53.5055,-1.61644
S40,53.2346,-1.44329
S41,53.2468,-1.42899
S42,53.2014,-1.42144
S43,53.2682,-1.34004
S44,53.226,-1.31192
S45,53.1677,-1.42024
S49,53.2352,-1.43481
S60,53.4166,-1.35272
S61,53.4431,-1.39327
S62,53.4662,-1.34517
S63,53.5172,-1.32968
S64,53.4913,-1.29977
S65,53.4362,-1.32149
S66,53.4213,-1.25157
S69,,
S70,53.5438,-1.4767
S71,53.5733,-1.45732
S72,53.5777,-1.3944
S73,53.5243,-1.39554
S74,53.5018,-1.44066
S75,53.5617,-1.51891
S80,53.2951,-1.14701
S81,53.3374,-1.12387
S94,,
S95,53.4144,-1.41096
S96,53.403,-1.42703
S97,53.4977,-1.34314
S98,53.4041,-1.43112
S99,53.4042,-1.43103
SA1,51.6293,-3.93849
SA2,51.6215,-3.99108
SA3,51.5828,-4.04061
SA4,51.6761,-4.04264
SA5,51.6487,-3.96905
SA6,51.6748,-3.92152
SA7,51.6632,-3.89398
SA8,51.7216,-3.84715
SA9,51.7808,-3.77065
SA10,51.686,-3.80138
SA11,51.6738,-3.76665
SA12,51.6073,-3.79499
SA13,51.6043,-3.73741
SA14,51.7318,-4.10922
SA15,51.6967,-4.16736
SA16,51.6891,-4.25421
SA17,51.755,-4.28603
SA18,51.7974,-3.96309
SA19,51.9485,-3.95117
SA20,52.0096,-3.78837
SA31,51.8561,-4.30906
SA32,51.8875,-4.17238
SA33,51.8493,-4.43337
SA34,51.8507,-4.61826
SA35,51.9737,-4.56079
SA36,51.9578,-4.60838
SA37,52.0179,-4.59569
SA38,52.0415,-4.47012
SA39,52.0206,-4.24858
SA40,52.0851,-4.16957
SA41,51.9982,-4.70408
SA42,52.0156,-4.85304
SA43,52.0867,-4.63216
SA44,52.0833,-4.36969
SA45,52.2057,-4.35814
SA46,52.2298,-4.24508
SA47,52.1907,-4.29667
SA48,52.1421,-4.11087
SA61,51.7991,-4.97448
SA62,51.8392,-5.06035
SA63,51.8702,-4.86213
SA64,52.002,-5.01084
SA65,51.9887,-4.97042
SA66,51.8774,-4.74488
SA67,51.7854,-4.73425
SA68,51.7311,-4.76404
SA69,51.7096,-4.70689
SA70,51.6722,-4.73486
SA71,51.6695,-4.9329
SA72,51.6921,-4.93717
SA73,51.7178,-5.01548
SA80,51.6479,-3.92426
SA99,51.67,-3.94545
SE1,51.4982,-0.0903583
SE1P,51.4928,-0.0801511
SE2,51.4914,0.11443
SE3,51.4685,0.0175913
SE4,51.4618,-0.0354211
SE5,51.4741,-0.09299
SE6,51.4386,-0.0176342
SE7,51.4853,0.0314876
SE8,51.4817,-0.0289033
SE9,51.4462,0.0545838
SE10,51.4844,0.00133085
SE11,51.4895,-0.108915
SE12,51.4461,0.0265881
SE13,51.4593,-0.0105184
SE14,51.4755,-0.0430793
SE15,51.4727,-0.0671041
SE16,51.4965,-0.0553358
SE17,51.4886,-0.0947234
SE18,51.4855,0.0714226
SE19,51.4182,-0.0851956
SE20,51.4131,-0.0580194
SE21,51.4383,-0.0884741
SE22,51.4546,-0.0726036
SE23,51.4401,-0.0501424
SE24,51.4571,-0.100219
SE25,51.3981,-0.0775195
SE26,51.428,-0.054159
SE27,51.4304,-0.101577
SE28,51.5012,0.104338
SE99,51.4782,-0.081697
SG1,51.9088,-0.197699
SG2,51.8965,-0.169436
SG3,51.8613,-0.182527
SG4,51.9252,-0.261246
SG5,51.9646,-0.276845
SG6,51.9795,-0.220781
SG7,52.0018,-0.178615
SG8,52.0646,-0.0150165
SG9,51.9401,-0.0104121
SG10,51.843,0.0660186
SG11,51.8768,0.025582
SG12,51.8127,-0.0181995
SG13,51.7899,-0.0720658
SG14,51.8056,-0.0909584
SG15,52.0116,-0.26246
SG16,52.0133,-0.299368
SG17,52.0348,-0.334688
SG18,52.0827,-0.264016
SG19,52.1382,-0.247092
SK1,53.4082,-2.15387
SK2,53.3964,-2.13792
SK3,53.4,-2.17071
SK4,53.4173,-2.17856
SK5,53.4322,-2.15382
SK6,53.4057,-2.08178
SK7,53.3687,-2.14477
SK8,53.3813,-2.20887
SK9,53.3269,-2.23099
SK10,53.2736,-2.12999
SK11,53.2477,-2.1426
SK12,53.3501,-2.01802
SK13,53.4476,-1.96353
SK14,53.4529,-2.04701
SK15,53.4865,-2.05033
SK16,53.4728,-2.08239
SK17,53.2471,-1.88449
SK22,53.3737,-1.99324
SK23,53.3281,-1.94647
SL0,51.5227,-0.516484
SL1,51.516,-0.614316
SL2,51.5327,-0.602813
SL3,51.5006,-0.557953
SL4,51.4768,-0.623792
SL5,51.4048,-0.66185
SL6,51.5229,-0.726447
SL7,51.5743,-0.777784
SL8,51.5778,-0.70889
SL9,51.5955,-0.555513
SL60,51.5186,-0.714786
SL95,51.4991,-0.538793
SM1,51.3647,-0.193064
SM2,51.3532,-0.197807
SM3,51.3699,-0.214296
SM4,51.393,-0.200194
SM5,51.3667,-0.165494
SM6,51.3611,-0.146573
SM7,51.3228,-0.202072
SN1,51.5565,-1.77603
SN2,51.5793,-1.77779
SN3,51.5598,-1.74306
SN4,51.5317,-1.84524
SN5,51.5676,-1.83886
SN6,51.615,-1.74467
SN7,51.6501,-1.56693
SN8,51.4098,-1.6942
SN9,51.3289,-1.78297
SN10,51.3394,-1.98812
SN11,51.4395,-1.99983
SN12,51.3726,-2.13715
SN13,51.4264,-2.20773
SN14,51.4659,-2.19844
SN15,51.4708,-2.0923
SN16,51.5891,-2.08144
SN17,51.5462,-1.84258
SN25,51.5949,-1.80371
SN26,51.6115,-1.78531
SN38,51.5599,-1.78933
SN42,,
SN86,,
SN99,51.5547,-1.74333
SO1,50.9232,-1.42823
SO2,50.9166,-1.36891
SO3,50.9025,-1.28165
SO4,50.8408,-1.49221
SO5,50.9808,-1.39827
SO9,50.9129,-1.407
SO14,50.9078,-1.39661
SO15,50.9167,-1.42596
SO16,50.9345,-1.43301
SO17,50.926,-1.3974
SO18,50.9237,-1.36691
SO19,50.9028,-1.35736
SO20,51.1149,-1.50232
SO21,51.0731,-1.31464
SO22,51.0662,-1.33181
SO23,51.0672,-1.30563
SO24,51.0855,-1.15028
SO25,51.0676,-1.29735
SO30,50.9208,-1.30603
SO31,50.8704,-1.29463
SO32,50.9464,-1.21633
SO40,50.9169,-1.50432
SO41,50.756,-1.56118
SO42,50.8062,-1.53869
SO43,50.8891,-1.58222
SO45,50.8498,-1.39514
SO50,50.9707,-1.34585
SO51,50.9941,-1.50066
SO52,50.9775,-1.43688
SO53,50.9842,-1.38116
SO97,50.9485,-1.36196
SP1,51.0737,-1.79112
SP2,51.0726,-1.81904
SP3,51.0997,-2.00515
SP4,51.1618,-1.76697
SP5,51.0244,-1.77304
SP6,50.9354,-1.80116
SP7,51.0054,-2.18612
SP8,51.0368,-2.28863
SP9,51.2329,-1.66364
SP10,51.2106,-1.48328
SP11,51.2261,-1.5147
SR1,54.9069,-1.3816
SR2,54.8883,-1.37852
SR3,54.8775,-1.41648
SR4,54.9015,-1.42482
SR5,54.9216,-1.42209
SR6,54.9339,-1.38073
SR7,54.8309,-1.36043
SR8,54.7665,-1.33661
SR9,54.9118,-1.40853
SR43,54.9102,-1.42554
SR88,54.7567,-1.33492
SS0,51.5458,0.691396
SS1,51.5394,0.724208
SS2,51.55,0.715734
SS3,51.5423,0.789624
SS4,51.5919,0.712358
SS5,51.6069,0.648957
SS6,51.5878,0.606182
SS7,51.5631,0.577718
SS8,51.522,0.589377
SS9,51.5536,0.652172
SS11,51.6164,0.535216
SS12,51.6058,0.520886
SS13,51.5749,0.507569
SS14,51.5749,0.469984
SS15,51.5769,0.429114
SS16,51.5631,0.451784
SS17,51.5219,0.439663
SS22,51.5555,0.709384
SS99,51.5481,0.710759
ST1,53.0252,-2.17464
ST2,53.0271,-2.13719
ST3,52.9811,-2.12283
ST4,52.9978,-2.1835
ST5,53.0151,-2.23931
ST6,53.0564,-2.19206
ST7,53.0881,-2.26744
ST8,53.1155,-2.16863
ST9,53.0497,-2.10382
ST10,52.9885,-1.96609
ST11,52.9669,-2.06771
ST12,52.9538,-2.17226
ST13,53.1015,-2.01992
ST14,52.9034,-1.86945
ST15,52.8984,-2.15136
ST16,52.8107,-2.12108
ST17,52.7896,-2.10096
ST18,52.8146,-2.08307
ST19,52.7162,-2.14527
ST20,52.7986,-2.25488
ST21,52.8689,-2.26304
ST55,53.0161,-2.25049
SW1A,51.502,-0.133833
SW1E,51.4968,-0.140162
SW1H,51.4977,-0.13441
SW1P,51.4889,-0.133551
SW1V,51.4907,-0.139434
SW1W,51.4932,-0.147677
SW1X,51.4975,-0.15342
SW1Y,51.5053,-0.135183
SW2,51.4508,-0.120686
SW3,51.4881,-0.164774
SW4,51.4616,-0.137256
SW5,51.4897,-0.189618
SW6,51.4774,-0.20045
SW7,51.4965,-0.176514
SW8,51.4766,-0.132701
SW9,51.4691,-0.113681
SW10,51.4838,-0.18304
SW11,51.4672,-0.163895
SW12,51.4462,-0.149943
SW13,51.4744,-0.249241
SW14,51.4665,-0.266669
SW15,51.458,-0.225726
SW16,51.4237,-0.129593
SW17,51.4303,-0.165279
SW18,51.4504,-0.191552
SW19,51.4221,-0.205428
SW20,51.4125,-0.223959
SW95,51.4805,-0.136332
SW99,51.4724,-0.115672
SY1,52.7197,-2.74338
SY2,52.7055,-2.73049
SY3,52.7004,-2.77123
SY4,52.7939,-2.75347
SY5,52.6555,-2.8272
SY6,52.5352,-2.79439
SY7,52.4264,-2.88244
SY8,52.3652,-2.6969
SY9,52.4962,-2.98246
SY10,52.8392,-3.10806
SY11,52.8673,-3.03105
SY12,52.902,-2.8968
SY13,52.9532,-2.68897
SY14,53.0279,-2.76302
SY15,52.5602,-3.13512
SY16,52.5199,-3.31245
SY17,52.517,-3.46164
SY18,52.4422,-3.54928
SY19,52.5716,-3.59495
SY20,52.6133,-3.82093
SY21,52.6583,-3.20041
SY22,52.7582,-3.1814
SY23,52.3851,-4.05527
SY24,52.4692,-4.02534
SY25,52.2372,-3.93585
SY99,52.7129,-2.74956
TA1,51.0164,-3.1057
TA2,51.0329,-3.10144
TA3,50.9944,-3.04172
TA4,51.0714,-3.26419
TA5,51.1425,-3.09009
TA6,51.1258,-3.00119
TA7,51.1311,-2.91473
TA8,51.2439,-2.99485
TA9,51.2257,-2.95949
TA10,51.0339,-2.82654
TA11,51.0602,-2.70986
TA12,50.9742,-2.77219
TA13,50.9472,-2.81066
TA14,50.948,-2.75112
TA15,50.9514,-2.72213
TA16,50.9077,-2.79313
TA17,50.9082,-2.83608
TA18,50.8828,-2.78802
TA19,50.934,-2.91549
TA20,50.8732,-2.96126
TA21,50.9779,-3.24165
TA22,51.0448,-3.54669
TA23,51.165,-3.34923
TA24,51.1843,-3.50707
TD1,55.6226,-2.81071
TD2,55.731,-2.75532
TD3,55.7016,-2.57323
TD4,55.6405,-2.67389
TD5,55.5894,-2.41913
TD6,55.5829,-2.69583
TD7,55.5379,-2.86947
TD8,55.476,-2.54336
TD9,55.3996,-2.77773
TD10,55.7162,-2.44212
TD11,55.7866,-2.31527
TD12,55.6529,-2.24188
TD13,55.9361,-2.38311
TD14,55.8671,-2.12253
TD15,55.7509,-2.013
TF1,52.7032,-2.50101
TF2,52.6957,-2.4407
TF3,52.6663,-2.44757
TF4,52.661,-2.46971
TF5,52.7151,-2.53681
TF6,52.7335,-2.55473
TF7,52.6395,-2.44715
TF8,52.6303,-2.47853
TF9,52.8981,-2.47237
TF10,52.7686,-2.38619
TF11,52.6639,-2.36416
TF12,52.613,-2.48083
TF13,52.582,-2.57741
TN1,51.1369,0.268057
TN2,51.1267,0.267935
TN3,51.1245,0.250284
TN4,51.1469,0.258314
TN5,51.0678,0.358196
TN6,51.0539,0.171549
TN7,51.0914,0.110289
TN8,51.1954,0.0758847
TN9,51.1912,0.278828
TN10,51.2102,0.284265
TN11,51.2058,0.26723
TN12,51.1729,0.438134
TN13,51.2749,0.186229
TN14,51.2951,0.163168
TN15,51.299,0.267979
TN16,51.2972,0.0483563
TN17,51.0954,0.537628
TN18,51.0453,0.524454
TN19,51.0043,0.413005
TN20,51.0307,0.253901
TN21,50.9604,0.260977
TN22,50.9799,0.097304
TN23,51.1407,0.860642
TN24,51.1498,0.885438
TN25,51.1415,0.933005
TN26,51.101,0.804874
TN27,51.1662,0.708174
TN28,50.9837,0.94913
TN29,50.9929,0.93282
TN30,51.0643,0.695074
TN31,50.9603,0.695916
TN32,50.9789,0.488125
TN33,50.9118,0.47648
TN34,50.8629,0.579843
TN35,50.8803,0.609535
TN36,50.9218,0.701132
TN37,50.8706,0.556235
TN38,50.8652,0.544773
TN39,50.8461,0.453659
TN40,50.8439,0.480293
TQ1,50.4737,-3.52785
TQ2,50.4758,-3.54476
TQ3,50.4434,-3.57467
TQ4,50.4254,-3.57196
TQ5,50.3922,-3.52228
TQ6,50.3477,-3.59087
TQ7,50.2827,-3.78435
TQ8,50.2403,-3.7722
TQ9,50.4202,-3.69038
TQ10,50.4243,-3.81767
TQ11,50.4806,-3.78035
TQ12,50.5299,-3.61079
TQ13,50.5911,-3.71187
TQ14,50.5499,-3.50655
TR1,50.2615,-5.05312
TR2,50.2545,-4.95606
TR3,50.2204,-5.10799
TR4,50.2841,-5.13188
TR5,50.3072,-5.18768
TR6,50.3426,-5.15307
TR7,50.4138,-5.07626
TR8,50.4014,-5.04069
TR9,50.4141,-4.94154
TR10,50.1663,-5.11822
TR11,50.1506,-5.08801
TR12,50.0443,-5.18461
TR13,50.1093,-5.28566
TR14,50.2114,-5.29621
TR15,50.2331,-5.23725
TR16,50.2333,-5.22231
TR17,50.1254,-5.47043
TR18,50.1179,-5.54166
TR19,50.1018,-5.62666
TR20,50.1311,-5.49155
TR21,49.9479,-6.18869
TR22,49.8936,-6.34198
TR23,49.9539,-6.35263
TR24,49.9555,-6.33554
TR25,49.9634,-6.29108
TR26,50.2028,-5.47993
